"","var.WHO","division","month","monthly_VOC_cases","total_monthly_VOC_cases","prop","date.smooth"
"379","Alpha","Saskatchewan","2021-04",6485.4519420446,99001.8192477188,0.0655084117779385,2021-04-01
"380","Alpha","Saskatchewan","2021-05",4905.91238539053,95273.9220724928,0.0514927094284802,2021-05-01
"381","Alpha","Saskatchewan","2021-06",1553.74566750886,20120.6741526306,0.0772213523126767,2021-06-01
"382","Alpha","Saskatchewan","2021-07",194.23226368636,3292.05256915152,0.0590003530036035,2021-07-01
"383","Alpha","Saskatchewan","2021-08",40.5372083744292,1508.82377733938,0.0268667613695163,2021-08-01
"384","Alpha","Saskatchewan","2021-09",0,732.072013374136,0,2021-09-01
"385","Alpha","Saskatchewan","2021-10",0,71.1931888106877,0,2021-10-01
"386","Alpha","Saskatchewan","2021-11",0,208.546919110898,0,2021-11-01
"387","Alpha","Saskatchewan","2021-12",0,0,0,2021-12-01
"388","Alpha","Saskatchewan","2022-01",0,0,0,2022-01-01
"389","Alpha","Saskatchewan","2022-02",0,0,0,2022-02-01
"390","Alpha","Saskatchewan","2022-03",0,0,0,2022-03-01
"391","Alpha","Nova Scotia","2020-02",0,0,0,2020-02-01
"392","Alpha","Nova Scotia","2020-03",0,0,0,2020-03-01
"393","Alpha","Nova Scotia","2020-04",0,0,0,2020-04-01
"394","Alpha","Nova Scotia","2020-05",0,0,0,2020-05-01
"395","Alpha","Nova Scotia","2020-06",0,0,0,2020-06-01
"396","Alpha","Nova Scotia","2020-07",0,0,0,2020-07-01
"397","Alpha","Nova Scotia","2020-08",0,0,0,2020-08-01
"398","Alpha","Nova Scotia","2020-09",0,0,0,2020-09-01
"399","Alpha","Nova Scotia","2020-10",0,0,0,2020-10-01
"400","Alpha","Nova Scotia","2020-11",0,106.982615782848,0,2020-11-01
"401","Alpha","Nova Scotia","2020-12",0.511785714285714,893.285312909108,0.000572925253432201,2020-12-01
"402","Alpha","Nova Scotia","2021-01",6.1271336996337,14121.0264300352,0.000433901439813283,2021-01-01
"403","Alpha","Nova Scotia","2021-02",8.17952009258135,24895.2732713511,0.000328557152332775,2021-02-01
"404","Alpha","Nova Scotia","2021-03",21.2234158921144,47454.6592045562,0.000447235661321044,2021-03-01
"405","Alpha","Nova Scotia","2021-04",477.842314661588,99001.8192477188,0.00482660135230392,2021-04-01
"406","Alpha","Nova Scotia","2021-05",2689.51109641787,95273.9220724928,0.0282292471844652,2021-05-01
"407","Alpha","Nova Scotia","2021-06",185.602646778877,20120.6741526306,0.00922447455641596,2021-06-01
"408","Alpha","Nova Scotia","2021-07",32.6159432789433,3292.05256915152,0.00990747948090924,2021-07-01
"409","Alpha","Nova Scotia","2021-08",1.36174048174048,1508.82377733938,0.000902517909773229,2021-08-01
"410","Alpha","Nova Scotia","2021-09",0,732.072013374136,0,2021-09-01
"411","Alpha","Nova Scotia","2021-10",0,71.1931888106877,0,2021-10-01
"412","Alpha","Nova Scotia","2021-11",0,208.546919110898,0,2021-11-01
"413","Alpha","Nova Scotia","2021-12",0,0,0,2021-12-01
"414","Alpha","Nova Scotia","2022-01",0,0,0,2022-01-01
"415","Alpha","Nova Scotia","2022-02",0,0,0,2022-02-01
"416","Alpha","Nova Scotia","2022-03",0,0,0,2022-03-01
"417","Alpha","New Brunswick","2020-02",0,0,0,2020-02-01
"418","Alpha","New Brunswick","2020-03",0,0,0,2020-03-01
"419","Alpha","New Brunswick","2020-04",0,0,0,2020-04-01
"420","Alpha","New Brunswick","2020-05",0,0,0,2020-05-01
"421","Alpha","New Brunswick","2020-06",0,0,0,2020-06-01
"422","Alpha","New Brunswick","2020-07",0,0,0,2020-07-01
"423","Alpha","New Brunswick","2020-08",0,0,0,2020-08-01
"424","Alpha","New Brunswick","2020-09",0,0,0,2020-09-01
"425","Alpha","New Brunswick","2020-10",0,0,0,2020-10-01
"426","Alpha","New Brunswick","2020-11",0,106.982615782848,0,2020-11-01
"427","Alpha","New Brunswick","2020-12",0,893.285312909108,0,2020-12-01
"428","Alpha","New Brunswick","2021-01",21.499853148607,14121.0264300352,0.00152254181062059,2021-01-01
"429","Alpha","New Brunswick","2021-02",12.6012337662338,24895.2732713511,0.000506169730650637,2021-02-01
"430","Alpha","New Brunswick","2021-03",116.963643997347,47454.6592045562,0.00246474521064766,2021-03-01
"431","Alpha","New Brunswick","2021-04",179.683912658576,99001.8192477188,0.00181495566469316,2021-04-01
"432","Alpha","New Brunswick","2021-05",71.4502458147369,95273.9220724928,0.000749945465248835,2021-05-01
"433","Alpha","New Brunswick","2021-06",0,20120.6741526306,0,2021-06-01
"434","Alpha","New Brunswick","2021-07",3.40816666666667,3292.05256915152,0.00103527103382346,2021-07-01
"435","Alpha","New Brunswick","2021-08",168.913203099073,1508.82377733938,0.111950252664317,2021-08-01
"436","Alpha","New Brunswick","2021-09",41.2670766622328,732.072013374136,0.0563702421460314,2021-09-01
"437","Alpha","New Brunswick","2021-10",32.5660496005757,71.1931888106877,0.457432096308724,2021-10-01
"438","Alpha","New Brunswick","2021-11",0,208.546919110898,0,2021-11-01
"439","Alpha","New Brunswick","2021-12",0,0,0,2021-12-01
"440","Alpha","New Brunswick","2022-01",0,0,0,2022-01-01
"441","Alpha","New Brunswick","2022-02",0,0,0,2022-02-01
"442","Alpha","New Brunswick","2022-03",0,0,0,2022-03-01
"443","Alpha","Newfoundland and Labrador","2020-02",0,0,0,2020-02-01
"444","Alpha","Newfoundland and Labrador","2020-03",0,0,0,2020-03-01
"445","Alpha","Newfoundland and Labrador","2020-04",0,0,0,2020-04-01
"446","Alpha","Newfoundland and Labrador","2020-05",0,0,0,2020-05-01
"447","Alpha","Newfoundland and Labrador","2020-06",0,0,0,2020-06-01
"448","Alpha","Newfoundland and Labrador","2020-07",0,0,0,2020-07-01
"449","Alpha","Newfoundland and Labrador","2020-08",0,0,0,2020-08-01
"450","Alpha","Newfoundland and Labrador","2020-09",0,0,0,2020-09-01
