"","REF_DATE","year","month","monthyear","Observed","MonthlyAve_exp","MonthlyAve_obs","Expected (no ban)","Observed, smooth (ban)"
"19",2018-01-19,"2018","Jan","Jan 2018",160,179.052310849994,150.741935483871,182.475594936351,148.898083257045
"20",2018-01-20,"2018","Jan","Jan 2018",159,179.052310849994,150.741935483871,183.052896043939,148.424644100326
"21",2018-01-21,"2018","Jan","Jan 2018",177,179.052310849994,150.741935483871,183.524724228241,147.94753042218
"22",2018-01-22,"2018","Jan","Jan 2018",130,179.052310849994,150.741935483871,183.894047010314,147.467400181994
"23",2018-01-23,"2018","Jan","Jan 2018",112,179.052310849994,150.741935483871,184.163831911338,146.98491133904
"24",2018-01-24,"2018","Jan","Jan 2018",140,179.052310849994,150.741935483871,184.337046452448,146.500721852628
"25",2018-01-25,"2018","Jan","Jan 2018",107,179.052310849994,150.741935483871,184.416658154779,146.015489682068
"26",2018-01-26,"2018","Jan","Jan 2018",205,179.052310849994,150.741935483871,184.405634539467,145.52987278667
"27",2018-01-27,"2018","Jan","Jan 2018",179,179.052310849994,150.741935483871,184.306943127636,145.044529125703
"28",2018-01-28,"2018","Jan","Jan 2018",186,179.052310849994,150.741935483871,184.123551440437,144.560116658558
"29",2018-01-29,"2018","Jan","Jan 2018",125,179.052310849994,150.741935483871,183.858426999002,144.077293344505
"30",2018-01-30,"2018","Jan","Jan 2018",140,179.052310849994,150.741935483871,183.514537324465,143.596717142854
"31",2018-01-31,"2018","Jan","Jan 2018",148,179.052310849994,150.741935483871,183.094849937964,143.119046012916
"32",2018-02-01,"2018","Feb","Feb 2018",102,169.721728076375,136.75,182.602332360631,142.644937913999
"33",2018-02-02,"2018","Feb","Feb 2018",136,169.721728076375,136.75,182.039952113555,142.175050805375
"34",2018-02-03,"2018","Feb","Feb 2018",170,169.721728076375,136.75,181.410676717964,141.710042646433
"35",2018-02-04,"2018","Feb","Feb 2018",158,169.721728076375,136.75,180.717473694949,141.250571396442
"36",2018-02-05,"2018","Feb","Feb 2018",119,169.721728076375,136.75,179.963310565646,140.797295014714
"37",2018-02-06,"2018","Feb","Feb 2018",161,169.721728076375,136.75,179.151154851191,140.350871460558
"38",2018-02-07,"2018","Feb","Feb 2018",106,169.721728076375,136.75,178.283974072718,139.911958693285
"39",2018-02-08,"2018","Feb","Feb 2018",111,169.721728076375,136.75,177.364735751285,139.481214672168
"40",2018-02-09,"2018","Feb","Feb 2018",167,169.721728076375,136.75,176.396407408181,139.059297356589
"41",2018-02-10,"2018","Feb","Feb 2018",119,169.721728076375,136.75,175.381956564466,138.646864705823
"42",2018-02-11,"2018","Feb","Feb 2018",168,169.721728076375,136.75,174.324350741276,138.24457467918
"43",2018-02-12,"2018","Feb","Feb 2018",142,169.721728076375,136.75,173.226557459747,137.853085235968
"44",2018-02-13,"2018","Feb","Feb 2018",228,169.721728076375,136.75,172.091544240918,137.473054335468
"45",2018-02-14,"2018","Feb","Feb 2018",188,169.721728076375,136.75,170.922278606113,137.105139937053
"46",2018-02-15,"2018","Feb","Feb 2018",127,169.721728076375,136.75,169.721728076375,136.75
"47",2018-02-16,"2018","Feb","Feb 2018",175,169.721728076375,136.75,168.49326640545,136.408426825609
"48",2018-02-17,"2018","Feb","Feb 2018",148,169.721728076375,136.75,167.241892277519,136.081750083137
"49",2018-02-18,"2018","Feb","Feb 2018",118,169.721728076375,136.75,165.973010609378,135.77143378383
"50",2018-02-19,"2018","Feb","Feb 2018",76,169.721728076375,136.75,164.69202631771,135.478941938912
"51",2018-02-20,"2018","Feb","Feb 2018",101,169.721728076375,136.75,163.404344319523,135.205738559677
"52",2018-02-21,"2018","Feb","Feb 2018",140,169.721728076375,136.75,162.115369531504,134.953287657346
"53",2018-02-22,"2018","Feb","Feb 2018",117,169.721728076375,136.75,160.830506870444,134.723053243166
"54",2018-02-23,"2018","Feb","Feb 2018",144,169.721728076375,136.75,159.555161253138,134.516499328384
"55",2018-02-24,"2018","Feb","Feb 2018",142,169.721728076375,136.75,158.294737596378,134.335089924245
"56",2018-02-25,"2018","Feb","Feb 2018",130,169.721728076375,136.75,157.054640816855,134.180289041985
"57",2018-02-26,"2018","Feb","Feb 2018",74,169.721728076375,136.75,155.840275831568,134.053560692875
"58",2018-02-27,"2018","Feb","Feb 2018",136,169.721728076375,136.75,154.657047557207,133.956368888149
"59",2018-02-28,"2018","Feb","Feb 2018",126,169.721728076375,136.75,153.510360910563,133.890177639052
"60",2018-03-01,"2018","Mar","Mar 2018",99,144.370399956257,137.612903225806,152.40562080843,133.85645095683
"61",2018-03-02,"2018","Mar","Mar 2018",150,144.370399956257,137.612903225806,151.348232167515,133.856652852732
"62",2018-03-03,"2018","Mar","Mar 2018",188,144.370399956257,137.612903225806,150.343599904787,133.892247338004
"63",2018-03-04,"2018","Mar","Mar 2018",190,144.370399956257,137.612903225806,149.39712893695,133.964698423891
"64",2018-03-05,"2018","Mar","Mar 2018",117,144.370399956257,137.612903225806,148.514224180795,134.07547012164
"65",2018-03-06,"2018","Mar","Mar 2018",172,144.370399956257,137.612903225806,147.700290553116,134.226026442496
"66",2018-03-07,"2018","Mar","Mar 2018",105,144.370399956257,137.612903225806,146.960732970705,134.417831397707
"67",2018-03-08,"2018","Mar","Mar 2018",111,144.370399956257,137.612903225806,146.300956350305,134.652348998539
"68",2018-03-09,"2018","Mar","Mar 2018",129,144.370399956257,137.612903225806,145.726365608818,134.931043256201
"69",2018-03-10,"2018","Mar","Mar 2018",120,144.370399956257,137.612903225806,145.242365662978,135.255378181956
"70",2018-03-11,"2018","Mar","Mar 2018",143,144.370399956257,137.612903225806,144.854361429579,135.626817787051
"71",2018-03-12,"2018","Mar","Mar 2018",102,144.370399956257,137.612903225806,144.567757825414,136.046826082732
"72",2018-03-13,"2018","Mar","Mar 2018",117,144.370399956257,137.612903225806,144.387959767275,136.516867080246
"73",2018-03-14,"2018","Mar","Mar 2018",145,144.370399956257,137.612903225806,144.320372171955,137.038404790884
"74",2018-03-15,"2018","Mar","Mar 2018",139,144.370399956257,137.612903225806,144.370399956257,137.612903225806
"75",2018-03-16,"2018","Mar","Mar 2018",123,144.370399956257,137.612903225806,144.541609633615,138.241218432397
"76",2018-03-17,"2018","Mar","Mar 2018",163,144.370399956257,137.612903225806,144.830214104074,138.92177460238
"77",2018-03-18,"2018","Mar","Mar 2018",133,144.370399956257,137.612903225806,145.230587864328,139.652387963579
"78",2018-03-19,"2018","Mar","Mar 2018",91,144.370399956257,137.612903225806,145.737105411119,140.430874743881
"79",2018-03-20,"2018","Mar","Mar 2018",140,144.370399956257,137.612903225806,146.344141241056,141.255051170978
"80",2018-03-21,"2018","Mar","Mar 2018",125,144.370399956257,137.612903225806,147.046069850873,142.122733472755
"81",2018-03-22,"2018","Mar","Mar 2018",126,144.370399956257,137.612903225806,147.837265737265,143.031737877033
"82",2018-03-23,"2018","Mar","Mar 2018",174,144.370399956257,137.612903225806,148.712103396927,143.979880611634
"83",2018-03-24,"2018","Mar","Mar 2018",121,144.370399956257,137.612903225806,149.664957326552,144.96497790438
"84",2018-03-25,"2018","Mar","Mar 2018",127,144.370399956257,137.612903225806,150.690202022925,145.984845983177
"85",2018-03-26,"2018","Mar","Mar 2018",91,144.370399956257,137.612903225806,151.78221198257,147.037301075679
"86",2018-03-27,"2018","Mar","Mar 2018",138,144.370399956257,137.612903225806,152.935361702264,148.12015940979
"87",2018-03-28,"2018","Mar","Mar 2018",135,144.370399956257,137.612903225806,154.144025678701,149.231237213332
"88",2018-03-29,"2018","Mar","Mar 2018",166,144.370399956257,137.612903225806,155.402578408576,150.368350714126
"89",2018-03-30,"2018","Mar","Mar 2018",188,144.370399956257,137.612903225806,156.705394388586,151.529316139994
"90",2018-03-31,"2018","Mar","Mar 2018",198,144.370399956257,137.612903225806,158.046848115536,152.711949718856
"91",2018-04-01,"2018","Apr","Apr 2018",204,178.979841390259,171.566666666667,159.4213140859,153.914067678338
"92",2018-04-02,"2018","Apr","Apr 2018",110,178.979841390259,171.566666666667,160.823166796481,155.133486246359
"93",2018-04-03,"2018","Apr","Apr 2018",92,178.979841390259,171.566666666667,162.246780743976,156.368021650739
"94",2018-04-04,"2018","Apr","Apr 2018",153,178.979841390259,171.566666666667,163.686530425078,157.615490119302
"95",2018-04-05,"2018","Apr","Apr 2018",142,178.979841390259,171.566666666667,165.136790336482,158.873707879868
"96",2018-04-06,"2018","Apr","Apr 2018",167,178.979841390259,171.566666666667,166.591934975005,160.140491160364
"97",2018-04-07,"2018","Apr","Apr 2018",160,178.979841390259,171.566666666667,168.046338837099,161.413656188401
"98",2018-04-08,"2018","Apr","Apr 2018",108,178.979841390259,171.566666666667,169.494376419581,162.691019191907
"99",2018-04-09,"2018","Apr","Apr 2018",99,178.979841390259,171.566666666667,170.930422219144,163.970396398702
"100",2018-04-10,"2018","Apr","Apr 2018",130,178.979841390259,171.566666666667,172.348850732484,165.249604036609
"101",2018-04-11,"2018","Apr","Apr 2018",166,178.979841390259,171.566666666667,173.74403645641,166.526458333553
"102",2018-04-12,"2018","Apr","Apr 2018",154,178.979841390259,171.566666666667,175.110353887385,167.798775517146
"103",2018-04-13,"2018","Apr","Apr 2018",152,178.979841390259,171.566666666667,176.442177522222,169.064371815315
"104",2018-04-14,"2018","Apr","Apr 2018",179,178.979841390259,171.566666666667,177.733881857615,170.321063455881
"105",2018-04-15,"2018","Apr","Apr 2018",127,178.979841390259,171.566666666667,178.979841390259,171.566666666667
"106",2018-04-16,"2018","Apr","Apr 2018",107,178.979841390259,171.566666666667,180.176622510396,172.800577889199
"107",2018-04-17,"2018","Apr","Apr 2018",197,178.979841390259,171.566666666667,181.32955918255,174.028514419938
"108",2018-04-18,"2018","Apr","Apr 2018",238,178.979841390259,171.566666666667,182.44617726451,175.257773768741
"109",2018-04-19,"2018","Apr","Apr 2018",173,178.979841390259,171.566666666667,183.534002614351,176.495653445776
"110",2018-04-20,"2018","Apr","Apr 2018",246,178.979841390259,171.566666666667,184.60056109005,177.749450961104
"111",2018-04-21,"2018","Apr","Apr 2018",246,178.979841390259,171.566666666667,185.653378549586,179.026463824789
"112",2018-04-22,"2018","Apr","Apr 2018",198,178.979841390259,171.566666666667,186.699980850936,180.333989546894
"113",2018-04-23,"2018","Apr","Apr 2018",160,178.979841390259,171.566666666667,187.747893852166,181.679325637595
"114",2018-04-24,"2018","Apr","Apr 2018",195,178.979841390259,171.566666666667,188.804643411081,183.069769606734
